PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
G82093,LENHAM,8046,17933,20185,19955,15218,25205,16337,11165,10345
G82094,CHARING SURGERY,8859,15040,17514,17396,16502,22548,12913,6934,11986
G82095,THORNDIKE SURGERY,14381,13295,13828,14854,15940,15610,5898,18941,10806
G82096,THE FORGE SURGERY,3231,14468,14732,15034,10927,17662,7057,21796,16498
G82097,JUBILEE MEDICAL CENTRE,17283,23390,23334,24147,19693,26200,13631,17308,21901
G82098,BLACKTHORN,7436,20772,20229,20213,20510,22287,15843,13879,17180
G82099,THE COLLEGE PRACTICE,16120,15671,15346,16582,14882,19079,10589,13055,16722
G82100,HIGHCLIFFE MEDICAL PRACT.,5740,19469,20658,20635,13871,19961,11821,19378,16487
G82103,ABBEY COURT,4399,23060,21027,20935,21448,24879,19501,20058,19107
G82104,ALLINGTON CLINIC,2016,20793,21182,20997,21061,22217,16031,14487,14673
G82105,BETHESDA MEDICAL CENTRE,15323,7801,7744,6590,7819,9080,5629,14617,17323
G82106,RIVERSIDE MEDICAL PRACTICE,4688,22053,22125,21402,14797,22988,15342,21854,17042
G82107,MINSTER SURGERY,7905,15297,15239,14498,15063,16603,14471,14647,15450
G82108,KING GEORGE ROAD SURGERY,4744,14204,14048,13710,9857,15239,11125,19843,18630
G82109,THE RAILSIDE SURGERY,3408,7514,9119,9378,7775,10637,4140,15633,6964
G82110,TOWN MEDICAL CENTRE,6167,28086,26479,27761,29023,30431,19100,17134,22656
G82111,THE CEDARS SURGERY,10376,17587,15476,13687,16890,18315,17746,17618,22802
G82112,HEADCORN,7098,18752,19696,20976,16429,26845,17519,11428,10633
G82113,STONECROSS AND WEST DRIVE SURGERY,7638,12108,12942,12812,9403,13974,7463,17856,14069
G82114,IVY COURT SURGERY,14491,18583,18657,19451,14209,24125,21096,8209,18262
G82115,NEW DOVER ROAD SURGERY,10104,19458,19530,21017,19678,18206,13356,12810,23143
G82117,HIGH STREET SURGERY,7556,13305,13175,11687,11252,14590,10753,16346,21297
G82118,WOODLANDS HEALTH CENTRE,12085,22100,21592,23022,16417,24620,22041,14443,18056
G82119,PARK SURGERY,15882,16809,15261,14052,14356,16136,16494,17565,24223
G82120,BOROUGH GREEN MEDICAL PRACTICE,13067,24092,24824,26228,22924,29129,20726,11353,17327
G82121,SANDGATE ROAD,10577,15086,13942,12386,16886,15158,17007,13883,17901
G82122,SWANSCOMBE HEALTH CENTRE,13352,13628,14438,17311,11144,17914,5536,13241,13677
G82123,BALMORAL GARDENS,4864,8198,9829,9934,8827,10742,4463,17072,6430
G82124,WEST KINGSDOWN MEDICAL CENTRE,4074,20667,20497,20658,13501,26524,16271,13768,19377
G82125,OTFORD MEDICAL PRACTICE,10534,24486,24266,25398,23839,29219,17919,10658,20410
G82126,EAST CLIFF MEDICAL PRACTICE,14765,9753,9521,8882,10523,10860,6286,17865,15881
G82128,PETER STREET SURGERY,6717,11130,11356,10313,9205,13206,8605,15656,19602
G82129,THE GLEBE FAMILY PRACTICE,5594,11814,13240,13087,12031,13429,7145,19525,7788
G82133,ST.MARY'S MEDICAL CENTRE,7189,14380,15711,15245,10815,15642,10967,18457,11510
G82135,WEST MALLING GROUP PRACTICE,19861,25026,25048,25351,23144,28312,22083,11241,23387
G82137,ST ANDREWS MEDICAL CENTRE,7893,23619,20947,20429,22389,24273,18686,21695,21007
G82138,ASH SURGERY,4883,15407,17198,16969,19681,20769,22184,4479,9488
G82139,MAIDSTONE RD CHATHAM SURGERY,3075,14073,14920,14863,14236,15079,6786,21218,10127
G82140,UNIVERSITY MEDICAL CENTRE,14796,24565,26357,27970,23115,24849,20093,7938,22461
G82141,YALDING,5402,17870,18659,19317,18473,22189,17550,13348,11240
G82142,WYE SURGERY,8356,21079,22270,22751,22084,24448,18628,9881,17253
G82143,LOWFIELD MEDICAL CENTRE,5770,14727,17494,17936,14345,16973,8315,10909,10194
G82147,OAK HALL,5464,13010,14231,10522,9186,13523,20792,11239,22674
G82148,BUTCHERY,4412,19096,18128,16437,21130,21386,22380,12792,18376
G82150,NEWINGTON ROAD SURGERY,7625,7003,7133,6251,6845,8273,5805,16281,19477
G82152,RUSTHALL MEDICAL PRACTICE,6102,23230,21305,21719,21489,25072,20804,18566,20198
G82154,THAMES AVE SURGERY,4863,22289,22580,21349,17379,21055,16437,19300,19078
G82155,WATERFIELD HOUSE SURGERY,6061,24849,23319,22183,21970,23578,23635,17588,21777
G82156,IVY BOWER SURGERY,2536,18680,19902,23447,17160,22316,7715,12071,15837
G82158,HOWELL SURGERY,4951,22276,24132,27015,23915,29796,25172,12962,4280
G82160,OAKLANDS HEALTH CENTRE,11073,18248,18815,15513,19299,18021,23521,10665,21368
G82161,WALDERSLADE VILLAGE SURG.,15020,20269,21301,21209,14914,20203,15111,16053,20477
G82162,RAINHAM HEALTHY LIVING CENTRE,4989,19277,19882,19110,15696,18685,13092,18307,17137
G82164,THE VINE,10286,19869,20271,20481,21099,21882,14288,12861,13664
G82165,HAWKINGE AND ELHAM,9231,20039,18860,18515,18380,19289,19509,14154,23955
G82170,LAMBERHURST,2445,21896,26597,29744,26904,30593,26253,10541,3506
G82175,DR H BEERSTECHER PRACTICE,1845,11581,12295,12017,9104,12668,9475,13390,20336
G82179,BOUGHTON MEDICAL CENTRE,1307,15352,17763,18533,18051,16175,12648,6866,18253
G82180,MAIDSTONE RD RAINHAM SURGERY,4640,21378,21417,20472,16578,19962,15987,19620,19166
G82184,WALTHAM ROAD MEDICAL CENTRE,1659,11557,12384,10622,8359,12209,9903,17648,16208
G82185,DARTFORD WEST HEALTH CENTRE,8713,21021,23048,23406,18584,22335,12414,15465,11245
G82186,HAMSTREET SURGERY,6733,16105,18237,18425,15867,24065,20565,9535,6704
G82187,FOLKESTONE EAST FAMILY PRACTICE,4693,8075,7409,7152,8379,9838,8232,16989,13401
G82197,LAMORNA SURGERY,2614,13630,14637,14617,10253,17196,4296,23176,17874
G82198,GUN LANE MEDICAL CENTRE SURGERY SI,5381,13674,14983,14577,10098,15453,10545,18683,11260
G82200,WATERINGBURY,6370,23826,23435,23294,20739,26121,19035,15438,18873
G82203,COURT VIEW SURGERY,9727,11778,12667,12081,7589,15246,9598,17915,12989
G82204,WILLIAM STREET SURGERY,4814,14561,13554,12142,13307,14517,14249,17461,21033
G82205,ST JOHN'S MEDICAL PRACTICE,9706,25571,23849,24986,25607,28901,14540,19292,21149
G82206,JOYDENS WOOD MEDICAL CENTRE,2320,24493,25387,24033,20919,25291,15862,18513,17512
G82210,OSBORNE ROAD SURGERY,2225,17601,15990,14895,18650,17759,12947,17040,19857
G82211,AYLESHAM MEDICAL PRACTICE,6154,12555,12743,12109,10492,15362,15920,14861,19054
G82212,PILGRIMS WAY SURGERY,5881,14854,17850,18812,14172,18016,7438,12937,9546
G82215,MARDEN MEDICAL CENTRE,5870,17011,18654,21835,17817,25013,18628,10452,8573
G82217,CENTRAL,2461,10868,9833,9167,11157,11968,11666,17057,15787
G82218,BRAESIDE SURGERY,5721,21875,22588,24000,20100,28448,13999,9158,16619
G82219,ST PETER'S SURGERY,4366,18037,16491,15566,17982,17542,14498,15291,21448
G82221,HORNS CROSS SURGERY,5736,16644,18717,21562,15384,19792,8378,10570,13298
G82224,OLD PARSONAGE SURGERY,3663,18218,22895,24815,25505,28269,19598,5720,3325
G82225,THE OAKS PARTNERSHIP,10762,16344,15351,16493,12394,22403,9208,16933,19901
G82226,WIGMORE MEDICAL CENTRE,4635,25005,25364,23616,19316,23130,19967,20252,20536
G82227,LYDDEN SURGERY,4606,22517,23131,19991,21376,20047,20562,14983,22316
G82228,CANTERBURY MEDICAL PRACTICE,12258,20368,20935,21082,21924,20699,18769,9476,18762
G82229,SUTTON VALENCE,3373,18085,20432,22877,14360,24461,15792,8700,10920
G82230,DR O S SINGH & PARTNER,7978,18434,19069,19166,11484,18657,15516,15075,22492
G82231,LONDON ROAD MEDICAL CENTRE,8442,15485,16528,15466,13313,16049,11213,14845,19455
G82232,MANOR CLINIC,7300,9545,8775,7954,10810,10660,10231,16572,14283
G82233,ST.WERBURGH MED.PRACTICE,11556,12473,13284,12511,9540,13476,11139,17326,13564
G82234,PHOENIX MEDICAL PRACTICE,4365,17820,21442,21421,14324,21693,11768,13877,9502
G82235,OLD SCHOOL,3115,20259,19307,20990,18650,26334,19348,13496,13849
G82600,EASTCOURT LANE SURGERY,2090,14088,15070,12970,10150,14546,11428,19636,15228
G82604,NORTHUMBERLAND COURT,9625,18374,18653,18726,15368,20961,15669,14003,20038
G82605,THE CRANE,1903,20615,20218,21538,19475,27679,18955,11993,14583
G82622,THE SURGERY RAILWAY STREET,2860,8829,10403,10563,8598,11666,5124,15554,8295
G82630,THE BROADWAY PRACTICE,5120,17524,15931,14775,18798,18022,13101,16298,19707
G82631,BRYANT STREET MEDICAL PRACTICE,6847,7470,8306,8879,8139,10011,4349,16703,8473
G82634,SAFFRON WAY HEALTH CENTRE,8188,14051,14676,14294,11039,15407,9996,14371,21524
G82635,PUMP LANE SURGERY,2054,20752,21008,19498,15936,20191,15151,19476,18737
G82639,MAPLE PRACTICE,3744,19326,21654,22317,17743,20620,10244,14666,10989
G82641,WALLIS AVENUE,3468,9531,8674,9785,5002,14020,10337,13186,24644
G82647,TEMPLE HILL SURGERY,5482,10229,11954,13330,10744,14668,4028,8719,15029
G82648,ROCHESTER ROAD SURGERY,3247,12748,13126,14170,10159,17425,4340,21769,15011
G82649,UNION ROW SURGERY,3243,5312,5569,5013,5255,6646,4850,13199,12398
G82650,MOCKETTS WOOD SURGERY,6818,17670,16130,15053,17902,17423,14408,14997,21720
G82651,BURRSWOOD NURSING HOME,1,26534,25531,28754,30451,29202,27418,6207,12420
G82652,CHURCH ROAD,2654,18974,19215,17758,19568,20502,21707,12887,17849
G82653,ROCHESTER HEALTH CENTRE  SURGERY T,1695,12039,12704,13121,13644,13878,6167,20021,10364
G82656,TUNBURY AVENUE SURGERY,2422,15498,15899,16003,12531,16203,10510,17799,16957
G82658,SELLINDGE SURGERY,4733,17889,21428,18864,18420,24960,19856,10151,6564
G82662,PENCESTER HEALTH,3764,8269,8832,8109,7580,11572,7096,13357,15858
G82665,MARTELLO HEALTH CENTRE,2635,9885,12488,8330,6448,10452,20305,10071,22484
G82666,BIRCHINGTON MEDICAL CENTRE,9392,16077,14935,12071,13894,15320,20577,14979,23400
G82667,TEYNHAM MEDICAL CENTRE,1618,12564,14185,13263,11221,15298,11986,12621,13062
G82670,ROCHESTER HEALTH CENTRE  SURGERY E,1843,11564,12274,12638,13118,13821,6281,19959,9930
G82671,IWADE HEALTH CENTRE,5504,18475,17576,18528,13534,18532,12857,18853,22259
G82679,APEX MEDICAL CENTRE,6661,13565,14840,14417,10018,15467,10332,18761,11377
G82681,MALLING HEALTH FOUR,5274,23036,20879,23109,18999,26946,21875,15579,14175
G82682,THE OM MEDICAL CENTRE,5005,7010,7494,6450,3888,8604,8565,16041,17807
G82684,NEW LYMINGE SURGERY,3729,20311,21481,20395,23088,23400,25260,11259,13227
G82686,MINSTER MEDICAL CENTRE,6163,10853,11339,9758,6450,12416,10232,15405,21175
G82687,DR S J WITTS PRACTICE,4058,7162,7612,6708,3823,8937,8571,16458,15561
G82688,SINGLETON SURGERY,3787,17835,15516,18916,12851,22232,12267,11922,27085
G82690,LOWER HIGHAM ROAD SURGERY,2778,13487,14563,14794,10196,17786,4565,19531,18619
G82691,LANGLEY,2791,17840,19331,20439,14061,23183,14681,8386,16362
G82693,MEMORIAL MEDICAL CENTRE,12506,15401,16510,15320,13928,15959,11809,13306,19686
G82696,MANOR ROAD SURGERY,2169,16192,14162,12734,14814,17290,16775,17772,23743
G82697,THE CHURCHILL CLINIC,2348,9183,9676,9186,6136,10786,6814,18216,18363
G82698,DR RB KUMAR PRACTICE,2200,12677,14280,13324,11355,15598,12197,12291,11664
G82700,BUCKLAND MEDICAL PRACTICE,3871,15434,15333,13048,14788,16257,13734,15249,20323
G82702,MILTON REGIS SURGERY,2381,12920,13708,13615,9596,14765,8383,15415,20391
G82704,THE CHURCH VIEW PRACTICE,5729,21636,21959,20940,16891,20430,15897,19029,18902
G82706,BROMPTON MEDICAL CENTRE,2082,10950,11071,13044,11808,12064,6952,11904,11837
G82708,MARLOWE PARK MEDICAL CTR.,4135,11907,12567,12208,7667,14197,9991,18199,13427
G82710,BENNETT WAY SURGERY,2270,12314,13778,15793,10602,15105,9116,6773,11832
G82711,BORSTAL VILLAGE SURGERY,3545,15885,16818,18551,16100,19156,7916,15532,11141
G82712,SINGLETON MEDICAL CENTRE,3081,19468,17052,20672,14315,23908,13590,11677,26567
G82715,ROWAN TREE SURGERY,3779,20541,18662,19153,18434,25045,17474,17963,24054
G82719,MATRIX MEDICAL PRACTICE,2937,29888,30719,28629,24603,27733,23075,21731,22387
G82721,PARKWOOD FAMILY PRACTICE,3924,23126,23395,21641,16200,20649,19309,20240,20604
G82722,HEXTABLE SURGERY,3472,23031,21785,21787,17358,25600,13059,23281,21998
G82726,SADDLETON ROAD SURGERY,2772,17757,16657,16167,15414,18075,13824,13853,26880
G82727,MALLING HEALTH BLUE SUITE,7476,18125,18650,17888,14116,17616,14178,18904,16135
G82729,WHITE CLIFFS MEDICAL CENTRE,6936,12854,12877,11813,11426,14850,11245,15550,18363
G82730,KINGSNORTH MEDICAL PRACTICE,11109,22020,20831,23799,17223,24925,18007,8575,26259
G82732,WISH VALLEY,4669,22065,19799,23150,19091,28139,23302,15865,11951
G82733,ORCHARD END,3043,20281,20346,21878,19856,27836,20120,10502,12821
G82735,SOUTH ASHFORD MEDICS,8408,10541,9842,11528,6488,16480,7697,11050,27597
G82737,LONG CATLIS ROAD SURGERY,2649,24283,24431,22846,17397,21956,20086,20259,20932
G82739,WALDERSLADE MEDICAL CTR. SURGERY P,1678,16340,16391,17592,10263,17059,12166,14517,21161
G82741,PRINCES PARK MEDICAL CTR,2753,17404,17460,18584,11045,18021,12930,14907,21673
G82744,THE HALFWAY SURGERY,3763,9983,10736,11046,9553,12028,6375,16899,10997
G82751,THE ORCHARD MEDICAL CENTRE,4172,22553,22630,24487,17586,24199,20104,15293,16480
G82753,THE KINGS FAMILY PRACTICE,9261,6022,6986,7806,6218,9665,3148,17451,5611
G82754,HADLOW MEDICAL CENTRE,3480,20510,21066,20634,18607,23718,22400,13430,16498
G82757,LAKESIDE MEDICAL CENTRE,2111,14547,14310,14079,10834,15384,11342,14574,24186
G82760,PARK FARM,2992,10538,9883,8961,11029,11640,10287,17537,15414
G82762,UPPER CANTERBURY ST SURGERY,1533,10885,12086,12020,11823,12621,6567,19948,7208
G82763,NAPIER ROAD SURGERY,1981,11240,12798,11894,11928,12862,6472,20330,7811
G82764,ESPLANADE HEALTHCARE,1521,12458,13676,15500,14739,17433,5808,12395,12668
G82768,LONSDALE MEDICAL CENTRE,6348,26435,24148,24542,26575,27793,22202,19043,20038
G82769,CECIL SQUARE SURGERY,2168,4729,5012,4448,4800,6143,4056,13208,12127
G82775,MALVERN ROAD SURGERY,2518,14929,16458,15457,14505,15198,9182,20653,10472
G82777,COBTREE,2457,18117,20286,23131,13941,24387,15671,8636,10435
G82780,GRAVESEND MEDICAL CENTRE,10188,10948,11486,12444,8710,14560,3693,20062,14080
G82790,OLD SCHOOL SURGERY,5550,18366,19428,20433,20492,21212,16569,7520,18768
G82791,DR S CHANDRAN PRACTICE,4201,6105,6431,5833,3199,7966,8160,16271,15541
G82793,ALLINGTON PARK,2765,28157,27069,25819,23578,26219,25668,20469,21782
G82796,THE ALBION ROAD SURGERY,2022,16563,15128,14020,16992,16424,13698,14947,21375
G82799,DR SRS MURTHY PRACTICE,2575,5513,6012,5329,3102,7531,6697,16482,14571
G82802,CANTERBURY HEALTH CENTRE,4655,19450,19697,21315,20013,17960,13403,12623,22475
G82808,"OAKFIELD HEALTH CENTRE, PRACTICE 2",7816,12724,13272,13157,9795,16403,4750,21524,19147
G82809,DOWNS WAY MEDICAL PRACTICE,12460,23979,26301,24408,19478,24952,13232,19103,17429
G82810,GARLINGE SURGERY,3753,10709,10684,8896,9695,12106,7799,16694,16687
G82812,WICKHAM SURGERY,1841,12270,11749,10915,11863,12898,8838,17787,18525
G82818,DOVER MEDICAL PRACTICE,839,7053,7643,7147,6520,10890,5633,13633,14377
G82820,WAYFIELD ROAD SURGERY,1859,8582,8912,8340,6186,10357,6866,18357,16950
G82888,SOUTH PARK MEDICAL PRACTICE,4892,28148,27199,28342,29634,30878,20009,15022,22440
G83001,MANOR BROOK PMS,12480,14127,14177,15724,21235,19335,8088,7044,11251
G83002,THE WESTWOOD SURGERY,8202,24546,23647,24121,17780,26643,21956,17541,15697
G83003,DR M BAKSH'S PRACTICE,4273,14439,13473,13912,15233,18406,10544,10892,16413
G83004,BARNARD MEDICAL GROUP,15255,21963,20416,22360,18663,23790,20801,12282,16534
G83005,CAIRNGALL MEDICAL PRACTICE,9710,16442,14747,16530,13928,22478,15591,10911,14140
G83006,THE ALBION SURGERY,13960,21174,20318,21071,18199,24544,17088,13455,14588
G83007,TEWSON ROAD PMS,5115,12385,10747,13594,15667,17484,11021,7396,11927
G83009,BELLEGROVE SURGERY,10045,22446,21909,22466,16525,25403,21582,15263,13941
G83010,NORTHUMBERLAND HEATH MED.CTR.,9534,13192,11665,12946,11238,19097,14500,9933,15096
G83012,GALLIONS REACH HEALTH CENTRE,16877,11798,9394,13953,19336,16379,14447,2404,20214
G83013,BLACKHEATH STANDARD PMS,6580,14618,13985,15486,23392,18261,9597,8984,10343
G83015,ELTHAM PALACE PMS,4819,12003,11647,12452,15404,16563,8971,7389,13157
G83016,ROYAL ARSENAL MEDICAL CENTRE,7230,13848,14244,16740,18201,17428,11274,5162,13749
G83017,HENLEY CROSS MEDICAL PRACTICE,4008,9901,9383,10835,13717,15699,8094,5891,10563
G83018,LAKESIDE MEDICAL,16145,9536,7019,10148,14399,17298,11213,3393,19815
G83019,PLUMSTEAD H/C PMS,5525,12598,10710,13305,16195,17353,11578,8038,12154
G83021,VANBRUGH GROUP PRACTICE 2000,10778,14449,14253,16724,24929,18032,8038,9425,7267
G83022,DR V SANDRASAGRA'S PRACTICE,2356,21649,21047,21286,22030,23458,18110,14515,12035
G83024,INGLETON AVENUE SURGERY,5164,23956,23215,24486,14936,27455,22129,16699,14657
G83025,WELLING MEDICAL PRACTICE,12993,21759,20370,21914,17139,24382,18535,15394,14935
G83026,TRIVENI PMS,7301,8766,7169,9683,15149,12493,10030,4335,13768
G83027,SHERARD ROAD MEDICAL CENTRE,10215,11096,10846,11569,14439,15962,8932,7180,11365
G83028,BEXLEY GROUP PRACTICE,11333,19867,18685,19924,14958,24549,18392,14421,14111
G83029,PLAS MEDDYG SURGERY,7331,26780,26802,26873,23356,27518,19209,16329,18033
G83030,ALL SAINTS MEDICAL CENTRE PMS,5090,11662,9773,12174,17631,15421,11261,6228,13992
G83031,ABBEY WOOD SURGERY,7918,7958,6566,8636,13490,12184,7254,4941,14718
G83033,DR THAVAPALAN AND PARTNERS,4481,24767,23457,23119,17188,26705,23927,19017,17408
G83034,ELTHAM PARK SURGERY,4740,19949,20046,20179,21958,23075,14894,11678,13811
G83037,BULBANKS MEDICAL CENTRE,3510,11910,10199,13164,12350,18493,11665,8514,11291
G83039,ST MARKS PMS,7600,10633,9089,11180,16138,14623,10895,5743,14080
G83043,THE PARKSIDE,4960,17100,17159,18519,13110,22916,17911,8374,15652
G83044,FAIRFIELD PMS,10269,9255,8195,9604,16824,13727,8433,5696,11651
G83046,BURSTED WOOD SURGERY,4651,21124,20225,20251,15592,24254,18950,15401,16260
G83047,STATION ROAD SURGERY,10174,23442,22114,23914,20183,25246,21892,12502,16264
G83049,LYNDHURST ROAD MEDICAL CENTRE,8172,21031,20472,20730,15845,24586,17920,14232,16318
G83052,BELVEDERE MEDICAL CENTRE,7897,15676,13902,15949,13287,22236,15593,10002,14050
G83053,BEXLEY MEDICAL GROUP,16345,19481,18693,19126,15825,22869,18797,11656,16876
G83057,WOODLANDS SURGERY,10257,24443,24027,24143,17727,25330,22079,16263,17496
G83058,PRIMECARE PMS (SOUTH STREET),7936,12928,12451,16227,21134,17641,9626,7403,7886
G83060,GLYNDON PMS,7050,8913,7251,9687,13969,13312,10933,4647,14096
G83061,CROOK LOG SURGERY,8862,23287,21407,22753,19628,25791,19686,15465,15396
G83062,SLADE GREEN MEDICAL CTR.,6775,10206,8657,9760,9521,16432,14622,5933,17694
G83063,DR BPC PEIRIS' PRACTICE,2815,17645,17364,19152,13668,19252,18146,10976,15412
G83064,THANET ROAD SURGERY,2347,23732,23794,23922,21456,25639,16436,14860,16398
G83065,BURNEY STREET PMS,15162,15126,13874,18934,23499,19494,8942,8283,9388
G83066,SIDCUP MEDICAL CENTRE,8436,18797,17709,19504,15132,21222,18067,11827,15484
G83067,VALENTINE HEALTH PARTNERSHIP,24259,9421,8314,11049,15740,13098,9699,4437,13304
G83068,DR NS GURAM'S PRACTICE,1054,9046,8417,10071,14127,15209,6842,6004,9226
G83628,DR J LAL'S PRACTICE,6552,22897,21279,23506,17786,24487,20702,14539,15728
G83630,GOOD HEALTH PMS,5885,10138,8880,10478,10929,16331,11485,5559,16456
G83631,ABBEYSLADE PMS (DR CHAND),4609,12758,11422,14306,15456,17263,9296,8742,11285
G83633,CONWAY PMS,4568,15999,14960,17572,16011,20011,14564,8888,13053
G83635,WAVERLEY PMS,5002,13805,12170,14106,15149,18737,14869,8765,12330
G83641,DR HASHIM'S SURGERY,2274,11029,10494,13677,18433,14932,10284,5648,8665
G83642,CRAYFORD TOWN SURGERY,7127,15079,15238,15676,12407,20054,13817,10483,11649
G83647,MOSTAFA PMS,6201,11090,9469,12048,15561,17293,9915,6090,11749
G83651,WOODLANDS SURGERY,5361,12570,11951,14126,21257,16413,8952,8853,8633
G83654,BANNOCKBURN SURGERY,5460,11069,9281,13005,15278,17989,9649,5621,11307
G83655,DR V AGARWAL'S PRACTICE,1611,10880,10198,9980,11701,14384,8970,10599,16067
G83663,BRISET CORNER SURGERY,2209,10410,10164,11408,11874,14940,9513,6397,12236
G83668,THE SLADE SURGERY,3755,13596,11416,13475,16997,18135,12381,9816,12158
G83672,MILL ROAD SURGERY,2349,14617,13077,14522,12362,19965,14330,11520,14701
G83673,PRIMECARE PMS (COLDHARBOUR),4491,13452,12578,13704,13030,16295,13303,9340,16434
G83680,ELTHAM MEDICAL PRACTICE,13189,14024,13539,14151,17137,18066,10633,9677,11910
G84001,SOUTH VIEW PARTNERSHIP,12525,24309,22604,23720,28497,28003,20180,10126,14894
G84002,DYSART SURGERY,10853,26022,24482,26857,29299,30084,21948,9060,15889
G84003,LINKS MEDICAL PRACTICE,10593,10000,8925,10106,12500,17211,8005,6678,13906
G84004,STOCK HILL SURGERY,10942,23837,23393,24799,18481,28987,19921,10616,23150
G84005,DERRY DOWNS SURGERY,5424,12681,12030,12456,12670,20278,7999,8287,18292
G84006,SUMMERCROFT SURGERY,11516,26936,27114,27169,25266,29442,24136,9566,22381
G84007,POVEREST MEDICAL CENTRE,9229,14533,13299,14540,14918,21658,10408,8956,17100
G84008,MANOR ROAD SURGERY,5343,24306,23269,25494,26843,29470,17469,9310,16061
G84009,FAMILY SURGERY,3886,25501,24653,25756,24454,28885,22977,10948,20330
G84010,CHISLEHURST MEDICAL PRACTICE,14701,25418,25141,26085,27336,28880,16647,10640,18745
G84011,EDEN PARK SURGERY,8099,23980,23686,24276,24372,28058,18382,11323,15200
G84013,ST MARY CRAY PRACTICE,2280,9974,9044,10441,10553,16864,6535,6852,17116
G84015,STATION ROAD SURGERY,12385,27888,27529,27453,27025,29792,24104,11667,19242
G84016,LONDON LANE CLINIC,15316,21268,19654,21472,25974,25255,15540,9268,14952
G84017,ADDINGTON ROAD SURGERY,9859,27150,28390,27736,25784,29939,22133,9163,19025
G84018,CORNERWAYS SURGERY,8643,26604,25390,27532,28637,30363,19401,10461,17340
G84019,BROOMWOOD ROAD SURGERY,9960,8403,7574,8686,9138,16026,5344,6552,16822
G84020,CHELSFIELD SURGERY,7677,25339,24472,25211,24090,28837,22052,11732,21074
G84021,CHARTERHOUSE SURGERY,8686,26276,25521,25430,25921,28949,23574,11862,20496
G84022,TRINITY MEDICAL CENTRE,5773,12639,11129,13129,18330,20705,9454,7830,9682
G84023,SOUTHBOROUGH LANE SURGERY,10425,22065,20838,22062,23337,26444,18595,8055,20076
