PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
H84033,ST ALBANS MEDICAL CENTRE,6379,26616,24146,26092,29336,29696,21261,18746,14438
H84034,THE ORCHARD PRACTICE,6832,22595,20533,23460,17696,27182,18115,16007,16493
H84039,O'DONNELL (CROSS DEEP),10349,26634,26631,27767,30618,30058,16544,18999,10111
H84040,LEWIS (HAMPTON),12660,21385,20314,21601,24962,25426,12318,15112,14890
H84041,THE VINEYARD SURGERY,3709,26663,28098,29300,30879,30969,17673,17417,8198
H84042,HOLMWOOD CORNER SURGERY,12039,22032,19364,23235,26491,27596,16572,12599,11793
H84043,CROWLEY (NORTH ROAD),6848,25687,25640,27701,30376,30967,13281,18590,9389
H84044,SOOD (THE GREEN & FIR ROAD),8537,20133,19485,21432,22206,23848,12977,13640,12922
H84048,JOHAL (TWICKENHAM PARK),6867,27790,29386,30401,32073,31539,18430,18731,7193
H84049,MAYPOLE SURGERY,1562,24182,22217,25215,23524,28325,20381,15937,13581
H84050,CHESSINGTON PARK SURGERY,6371,21830,19348,22436,17470,26620,17827,14982,17259
H84051,ROSELAWN,5601,21517,18706,22701,24901,26792,16729,13186,12184
H84053,BERRYLANDS SURGERY,3653,24176,23656,25338,26776,26852,21075,14689,11768
H84054,RED LION ROAD SURGERY,2958,23310,20982,24729,23532,28250,18377,16560,12918
H84055,JOHNSON (SHEEN LANE),10427,25874,25041,27251,30221,29994,15458,20007,10211
H84057,SARAJLIC (STAINES ROAD),2480,20541,19646,20994,23601,24517,13207,14784,12312
H84058,KINGSDOWNE SURGERY,3695,23787,21861,24885,24118,28056,19267,16647,12634
H84059,CHILDS (THAMESIDE),3940,27041,26456,27055,30804,30349,17047,18382,12991
H84060,SMITH (RICHMOND LOCK),7664,22330,22114,24449,27399,25499,14963,15213,9807
H84061,KINGSTON HEALTH CENTRE,7969,25660,23341,27254,30045,29824,19212,17145,11184
H84062,LANGLEY MEDICAL PRACTICE,7053,24767,23764,26047,26205,28049,20548,16749,11786
H84608,SAYER (RICHMOND GREEN),2057,23976,26340,27982,30678,28583,15332,15501,6259
H84615,SAYER (DEANHILL),1913,24951,23850,25879,29706,29254,16575,18790,9332
H84618,SUNRAY SURGERY,3595,22489,19968,25104,22037,28223,19211,13243,11786
H84619,CLAREMONT MEDICAL CENTRE,10399,24401,24620,27224,27924,27982,20263,16040,8522
H84623,PENNYCOOK (HAMPTON HILL),8973,24374,22812,24820,29332,28261,15375,16799,11710
H84625,KUDRA (WOODLAWN),4315,20585,19494,21716,23213,26523,13197,13789,11339
H84629,VILLAGE SURGERY,4741,22729,20444,24388,26009,27676,16791,14173,12263
H84630,CRANE PARK SURGERY,2959,16429,14845,17472,18072,23088,12735,9653,12874
H84632,PALACCI (CASTELNAU),3836,23104,23090,24965,27287,27719,13232,18210,8704
H84635,MANOR DRIVE MEDICAL CENTRE,12727,26559,22997,26310,24278,29269,20262,19722,17928
H84637,GRAY'S MEDICAL CENTRE,2261,23128,21040,23830,17764,27509,18376,16513,17156
H84639,FITZMAURICE (KEW),4085,24309,24511,27517,30010,30322,12856,15311,8966
H85001,WANDSWORTH MEDICAL CENTRE,15235,18479,18264,22900,25511,21720,10626,15015,6319
H85002,THE FALCON ROAD MEDICAL CENTRE,8713,11692,12021,16660,23484,15336,7101,10133,4636
H85003,QUEENSTOWN ROAD MEDICAL PRACTICE,7716,12267,13361,16305,22330,14239,5855,14181,3736
H85005,TRINITY MEDICAL CENTRE,10911,17210,17816,21349,27818,19818,7272,15791,5408
H85006,MAYFIELD SURGERY,5918,10607,10002,13399,17743,14108,11038,4100,8905
H85007,DR KOONER AND PARTNERS,12457,26322,25075,28145,31081,27774,17682,22107,8966
H85008,THE ROEHAMPTON SURGERY,5828,12494,11030,14824,19255,15416,12996,5787,10555
H85009,BEDFORD HILL FAMILY PRACTICE,11760,16936,17862,22525,27494,20270,6397,14473,4692
H85011,THE GREYSWOOD PRACTICE,8404,15899,12940,17512,22822,22144,9061,12819,9248
H85012,PUTNEYMEAD GROUP MEDICAL PRACTICE,24665,20354,21907,25299,27071,23763,13376,13963,6118
H85016,CANNON HILL LANE MEDICAL PRACTICE,8236,25355,22904,25145,25161,25972,18383,21697,14222
H85018,THE SURGERY - 48 MULGRAVE ROAD,8458,23051,21566,24031,27782,22899,19287,12849,14105
H85019,DR JM LONGLEY & PARTNERS,5026,27813,24968,27447,23349,27549,18577,23256,20949
H85020,THE CHURCH LANE PRACTICE,16772,27064,25962,28897,30383,28437,17425,22664,10442
H85021,THE CHESSER SURGERY,6683,14986,13714,15124,14373,16224,11654,15852,14337
H85022,PARK ROAD MEDICAL CENTRE,3969,19514,17831,19530,22208,21775,11047,18380,14855
H85023,BISHOPSFORD ROAD SURGERY,4063,10253,9201,10872,10177,12979,8556,13180,10192
H85024,THE MITCHAM MEDICAL CENTRE.,10145,12334,10613,14747,17199,15769,11106,10209,10177
H85025,THE WRYTHE GREEN SURGERY,13722,19349,18284,19452,18729,19832,11234,20834,14923
H85026,FRANCIS GROVE SURGERY,11394,27465,27318,29710,30808,28923,19174,21188,9334
H85027,WIMBLEDON VILLAGE PRACTICE,10465,28331,28677,30734,31230,30702,21521,15573,12019
H85028,PRINCES ROAD SURGERY,9574,25833,25187,28007,29984,27217,15629,23383,8884
H85029,WIDE WAY SURGERY,7492,11770,9226,11698,15924,19368,5640,12901,14404
H85030,THE OLD COURT HOUSE SURGERY,12823,20403,18898,20737,22928,20982,14283,16350,14027
H85031,BENHILL & BELMONT PRACTICE,11312,19598,18694,19549,22564,20155,14983,14511,14418
H85032,CARSHALTON FIELDS SURGERY,3494,25235,23926,24648,26338,26164,16215,18584,20305
H85033,TAMWORTH HOUSE MEDICAL CENTRE.,9579,12929,11160,13125,16124,20372,5009,15282,13626
H85035,ROWANS SURGERY,9158,13339,11058,14257,16957,20228,6277,14318,11366
H85037,MORDEN HALL MEDICAL CENTRE,13683,18481,16774,19955,20131,21577,12686,17663,9710
H85038,CRICKET GREEN MEDICAL PRACTICE,9744,11481,9237,12298,13898,15657,9796,12122,10499
H85041,EARLSFIELD SURGERY,11145,19350,19380,23392,26322,20171,12824,15362,7359
H85045,BRIDGE LANE GROUP PRACTICE,13979,14864,15413,20739,25597,19039,7702,12693,4041
H85047,CHATFIELD MEDICAL CENTRE,10288,14838,14961,19181,23271,18500,8010,10913,6537
H85048,BROCKLEBANK GROUP PRACTICE,16803,18470,17571,22074,25986,20419,12400,14484,7221
H85049,BATTERSEA RISE GROUP PRACTICE,7277,23267,27102,29545,30056,26195,9411,22318,4597
H85051,LAMBTON ROAD MEDICAL PRACTICE,15575,26176,25899,28326,29748,27989,20490,17050,10614
H85052,STREATHAM PARK SURGERY,4338,12988,11079,15674,22325,18071,8227,9791,7243
H85053,THE SURGERY-181 CARSHALTON ROAD,4179,20695,18962,20506,22723,21362,14113,18588,14117
H85054,DR MUKTAR & DR AL-SANJARY,4998,27496,24877,27353,22878,27342,17845,23101,20813
H85055,WEST BARNES SURGERY,7487,25780,22745,25836,27824,28453,17966,18642,15091
H85056,BALHAM HILL MEDICAL PRACTICE,1561,18677,18748,23532,27998,20179,8267,17850,5293
H85057,ELBOROUGH STREET SURGERY,6006,26039,25057,27885,30945,27577,17994,20974,9024
H85061,THE HEATHBRIDGE PRACTICE,15914,21493,23736,27181,28480,24698,14014,15202,4746
H85063,DR CAM BRENNAN & PTRS,5013,27777,25080,27596,23006,27558,18154,23400,21180
H85065,THE ALTON PRACTICE,3821,9923,8662,12396,15596,12690,12033,4368,10003
H85066,BALHAM PARK SURGERY,16826,18563,19952,23264,28102,21424,7324,15635,5500
H85067,DANEBURY AVENUE SURGERY,3246,9534,7777,12109,15157,12746,11254,4101,11363
H85069,LAVENDER HILL GROUP PRACTICE,12602,17281,19842,22775,26588,19461,8051,18048,3538
H85070,CENTRAL MEDICAL CENTRE,8348,15248,13420,16437,16752,18805,11230,15066,10347
H85072,JAMES O'RIORDAN MEDICAL CENTRE,6057,25002,23049,25382,19609,24983,17361,21873,18192
H85075,THE HAIDER PRACTICE,3130,18077,18478,22865,25425,21363,8375,15402,6354
H85076,STONECOT SURGERY,9029,22388,21107,22837,17975,23010,14975,19406,16934
H85077,THE HERITAGE MEDICAL CENTRE,5235,19896,21229,24248,27236,22553,9923,17236,6341
H85078,GRAHAM ROAD SURGERY,2960,13465,11341,15243,16462,19796,6903,13189,11187
H85082,TRIANGLE SURGERY,4717,18165,18152,22583,25934,21605,11487,13982,5769
H85086,WANDLE VALLEY HEALTH CENTRE.,1905,11340,10163,12051,11231,13831,9513,12226,12936
H85087,OPEN DOOR SURGERY,9106,13372,12756,16921,22220,18056,6627,10870,6966
H85088,CLAPHAM JUNCTION MEDICAL PRACTICE,3445,14632,16270,19930,24193,18032,7705,13593,4574
H85090,FIGGES MARSH SURGERY,7085,13082,11142,15046,16092,19228,6332,13280,10607
H85092,RIVERHOUSE MEDICAL PRACTICE,5690,20078,17715,22784,23895,21608,13735,19501,9862
H85095,THE HEALTH CENTRE,10644,20290,18414,20855,23000,20975,14828,15553,13623
H85100,ST PAUL'S COTTAGE PRACTICE,6720,18379,14827,18944,26480,20733,16340,12691,10767
H85101,GRAND DRIVE SURGERY,8937,26033,23470,25669,27323,26335,19156,20694,14844
H85103,HACKBRIDGE MEDICAL CENTRE,3898,16012,14070,16855,15435,20455,13629,16588,10667
H85105,CHEAM FAMILY PRACTICE,12577,26520,25009,26185,25479,27075,19153,18071,19854
H85110,RAVENSBURY PARK MEDICAL CENTRE,4787,14341,12378,15390,16043,17681,10316,14974,10325
H85111,BATTERSEA FIELDS PRACTICE,10053,9544,10313,14346,20898,15132,6614,7280,4251
H85112,THE VINEYARD HILL ROAD SURGERY,4553,27266,26996,29548,31424,29250,15739,21547,10254
H85113,DR SUGUMAR AND PARTNER,3672,20313,18991,20143,22215,22628,10163,18570,17271
H85114,THURLEIGH ROAD PRACTICE,12003,25463,26461,29002,31143,26826,13600,19873,7551
H85115,SHOTFIELD MEDICAL PRACTICE,10743,20977,19551,20703,23694,22566,12066,17909,17140
H85116,MANOR PRACTICE,8559,16536,14987,16366,18765,18933,9167,16891,17389
H85618,WELL COURT PRACTICE,1994,26221,23421,26138,21806,26286,17950,21524,20442
H85634,THE MERTON MEDICAL PRACTICE,6996,18065,17048,22534,23856,20013,12065,17914,6955
H85637,BALHAM HEALTH CENTRE,1628,15476,15343,20446,25354,19464,6794,12515,5767
H85643,INNER PARK ROAD HEALTH CENTRE,2511,18120,14998,18942,25297,20861,15664,12412,11031
H85649,COLLIERS WOOD SURGERY,10363,14983,13691,18265,18718,18883,9381,14232,8450
H85650,GRANVILLE ROAD SURGERY,751,17857,16304,20479,25562,20300,14318,13008,7955
H85653,WALLINGTON FAMILY PRACTICE,14004,20192,18685,19979,22824,21969,11592,17662,16740
H85656,ALEXANDRA SURGERY,5446,23559,22248,25874,27930,26515,15363,18654,9573
H85659,BEGG PRACTICE,3995,18236,19506,23841,26277,21663,7163,15591,5788
H85662,THE BEECHES SURGERY,5673,27141,25636,26101,28552,27134,17740,20054,20369
H85664,TOOTING BEC SURGERY,2242,14686,14676,19137,26040,18514,6269,12932,5069
H85665,WALLINGTON MEDICAL CENTRE,2388,9745,8282,9523,10811,12719,6053,13449,21224
H85674,BEDDINGTON MEDICAL CENTRE,3685,19747,18541,19761,19455,22992,11418,15422,17789
H85680,TOOTING SOUTH MEDICAL CENTRE,10078,14976,13176,17957,21674,20571,7861,12884,7558
H85682,TUDOR LODGE HEALTH CENTRE,6820,14459,11638,15709,23051,16449,15003,9682,10241
H85683,FACCINI HOUSE SURGERY,6197,12701,11070,12910,12874,16124,12332,13785,9885
H85686,THE GROVE ROAD PRACTICE,8705,23799,22435,24000,26447,24127,18060,15723,15936
H85691,NIGHTINGALE HOUSE,167,17555,12027,25021,31137,12720,14014,12188,8964
H85693,GREEN WRYTHE SURGERY,10114,10342,9378,11128,9627,12429,8597,12650,11909
H85695,THE PRACTICE FURZEDOWN,3062,13014,11122,15473,21478,18543,8559,9353,7224
J81002,ORCHID HOUSE SURGERY,8550,24851,23288,21156,17965,25820,27655,15276,29567
J81003,ALMA PARTNERSHIP,9535,17590,17528,19355,17288,18167,13318,18567,10077
J81004,POOLE ROAD MEDICAL CENTRE,8384,13330,16917,16709,17558,14604,8300,12885,7228
J81005,BRIDPORT MEDICAL CENTRE,18163,17044,19023,17728,15582,20438,21959,11469,12528
J81006,THE ADAM PRACTICE,31587,18145,16682,17964,13582,17932,18852,14895,21670
J81009,ROYAL MANOR HEALTH CARE,12464,11662,13833,11504,9004,10411,16301,13165,11981
J81010,SWANAGE MEDICAL PRACTICE,11668,19674,19255,19361,13126,20504,19982,19340,18643
J81011,WAREHAM SURGERY,7882,19479,20179,19687,14201,22210,22290,13864,18973
J81012,PARKSTONE HEALTH CENTRE,10335,17708,16211,17956,15602,16396,15018,20600,15658
J81013,CANFORD HEATH GROUP PRACT,11836,19425,18080,19724,14655,18294,21860,13653,21605
J81014,WESTBOURNE MEDICAL CENTRE,16315,18249,19793,19706,22269,17806,14365,10973,13960
J81016,QUEENS AVENUE SURGERY,7365,22227,21360,20505,20718,20658,24629,18937,19245
J81017,YETMINSTER MEDICAL CENTRE,3984,20959,23082,23854,22280,26238,29162,14290,6038
J81018,BEAUFORT ROAD SURGERY,10921,17679,16401,15583,19892,17757,13925,21286,13424
J81019,DR EVANS & PARTNERS,16302,19007,21385,21280,15632,24025,26024,5939,18059
J81020,BERE REGIS SURGERY,3606,19125,19334,22485,15051,24923,26756,6125,14511
J81021,SHELLEY MANOR MEDICAL CENTRE,11832,10483,11674,11508,13335,11322,6865,17151,5793
J81022,WEST MOORS GROUP PRACTICE,5249,23257,18991,18514,15328,25098,26694,24326,30913
J81024,HOLDENHURST ROAD SURGERY,10159,9116,10601,11159,10881,10088,6386,15993,5134
J81025,THE WELLBRIDGE PRACTICE,6172,19310,21044,21737,11637,22886,27810,11291,18531
J81026,ABBEY VIEW MEDICAL CENTRE,15281,19980,21838,22737,16656,25838,23249,7426,17487
J81027,ROYAL CRESCENT SURGERY,17762,17087,17821,15587,17323,11518,17989,18461,17498
J81028,HIGHCLIFFE MEDICAL CENTRE,10083,26077,24222,23155,22040,27860,27480,11287,27802
J81029,THE APPLES MEDICAL CENTRE,5127,21686,21264,22602,19171,25042,27032,16724,13251
J81030,THE VERWOOD SURGERY,8210,28040,26471,26076,20584,30657,26659,16390,29966
J81031,EAGLE HOUSE SURGERY,8460,19732,21465,21800,15366,24343,26545,6017,21642
J81032,NEWLAND SURGERY,6322,20877,20534,21564,18344,24110,26750,17022,13629
J81033,TALBOT MEDICAL CENTRE,17720,13438,13831,14598,11513,14039,11329,17062,12555
J81034,QUARTERJACK SURGERY,13552,24942,24035,24378,20728,28443,24680,17751,22899
J81035,MILTON ABBAS SURGERY,3481,18363,23470,20824,15422,23256,27597,4385,12022
J81036,THE ROSEMARY HEALTH CTR,7872,14597,13639,15022,9996,13920,15275,18499,16911
J81038,NORTHBOURNE SURGERY,5897,14101,13157,12700,9773,15012,14616,18193,18252
J81039,MOORDOWN MEDICAL CENTRE,8346,21543,19632,20540,17696,20881,17327,24092,15208
J81040,STALBRIDGE SURGERY,4499,18823,19440,19689,13557,22066,29883,15251,11525
J81041,THE HADLEIGH PRACTICE,19767,28368,26094,25961,23402,27509,28340,19159,29317
J81042,VILLAGE SURGERY,8906,17438,16744,17746,15312,17626,15074,17636,14807
J81043,THE BARN SURGERY,6623,20705,18040,18216,17815,22929,21630,15229,22327
J81044,HEATHERVIEW MEDICAL CTR.,10038,16829,15286,16895,11605,16231,16940,19395,18164
J81045,KINSON ROAD MEDICAL CENTRE,8204,10695,9865,10017,7069,11882,11461,17655,16177
J81046,THE HARVEY PRACTICE,11637,27718,26609,26134,23934,25912,28344,16081,27461
J81047,JAMES FISHER MEDICAL CENTRE,13052,20516,18713,19274,16056,19627,20283,19663,17877
J81048,WESSEX ROAD SURGERY,6153,22768,19992,22185,23052,20992,18744,20829,18134
J81049,THE MARINE & OAKRIDGE PARTNERSHIP,10278,20611,18608,18456,22404,20219,16484,20397,16190
J81050,BURTON & BRANSGORE MEDICAL CENTRE,8922,24018,21596,21246,20256,25884,23440,18533,23405
J81051,WYKE REGIS MEDICAL PRACTICE,7847,16851,15908,14411,15323,11900,17154,23630,18511
J81052,CARLISLE HOUSE SURGERY,5737,14481,13015,14596,12392,12800,14847,15011,17710
J81053,CERNE ABBAS SURGERY,3975,19572,23811,26187,20875,27365,28983,3314,6430
J81054,LILLIPUT SURGERY,9794,28646,27106,28385,28846,27247,22321,16333,25476
J81055,ABBOTSBURY ROAD SURGERY,9461,15023,14849,13372,13811,11146,17265,20252,15596
J81056,THE ORCHARD SURGERY,7325,20692,18059,18129,17886,22961,21648,15326,22180
J81057,FARMHOUSE SURGERY,6365,20359,17742,17702,17402,22660,21412,15629,22095
J81058,THE CRANBORNE PRACTICE,9612,24089,24663,24750,17993,30024,24923,11681,24322
J81059,SOUTHBOURNE PRACTICE,8683,17676,16427,15620,19991,17850,13763,21140,13266
J81061,PENNY'S HILL PRACTICE,8356,24985,23455,21389,18216,26015,27514,15099,29520
J81062,ST ALBANS MEDICAL CENTRE,10215,19419,17944,19194,18959,19790,15629,19383,13456
J81063,DURDELLS AVENUE SURGERY,2904,12127,10876,11233,7829,13101,14010,18292,17121
J81064,POOLE TOWN SURGERY,3643,18310,16536,18367,15738,16440,18835,17605,17651
J81065,MADEIRA MEDICAL CENTRE,8152,16562,15525,16790,14179,15151,14227,20209,15114
J81066,STOUR SURGERY,9982,21446,18285,19036,20023,23906,21098,18002,17631
J81067,LITTLEDOWN SURGERY,4302,23395,22683,23462,24129,22976,19165,16504,19968
J81068,ATRIUM HEALTH CENTRE,7380,20005,19471,19045,19359,19493,24930,14197,19348
J81069,LONGFLEET HOUSE SURGERY,4891,18669,16892,18275,15986,17254,19138,18421,17348
J81070,THE BANKS & BEARWOOD MEDICAL CENTRE,8946,17490,16666,17219,14308,18708,15826,16536,17858
J81071,LEYBOURNE SURGERY,3937,19717,18058,18509,14582,17499,16596,24169,17779
J81072,DR SAWYER & PTNS,12272,11617,15472,15312,14303,13890,5000,15001,5347
J81073,THE BRIDGES MEDICAL CTR.,13934,13000,13831,11868,13615,9086,15365,15815,15992
J81074,BARTON HOUSE MED PRACTICE,5701,16303,20490,19223,13591,21496,26602,11248,9293
J81075,CROSS ROAD SURGERY,4713,15757,16071,13371,15999,11129,15823,20346,15388
J81076,THE TOLLERFORD PRACTICE,5759,17014,21550,21276,17989,22791,26521,8485,6603
J81077,WALFORD MILL MEDICAL CENTRE,6454,25416,24957,25390,21670,29114,23837,17217,22370
J81078,BUTE HOUSE,5688,21518,21104,21821,19289,24713,26716,16366,14338
J81081,GILLINGHAM MEDICAL PRACTICE,11885,23337,22384,24001,14426,24693,27353,14325,24650
J81082,CORNWALL ROAD MED PRACT,6278,21320,20489,20144,20291,20667,24903,16507,18448
J81083,SIXPENNY HANDLEY SURGERY,4425,18216,24412,26818,22302,28770,26563,3127,4917
J81086,EVERGREEN OAK SURGERY,5090,21023,19085,20469,18939,19710,19517,18914,19436
J81087,THE BIRCHWOOD PRACTICE,9033,20936,19525,20618,15577,19894,22237,17162,21439
J81090,THE LANEHOUSE SURGERY,3190,15017,14259,12954,13155,10672,19702,19773,17483
J81609,MALTHOUSE MEADOWS SURGERY,2792,16738,22381,22949,22252,25234,23354,1890,6310
J81612,CORFE CASTLE SURGERY,2173,20047,21332,24262,14696,25671,22109,12348,9297
J81613,THE DORCHESTER RD SURGERY,4803,18856,18557,16883,19436,12318,20348,19612,18878
J81616,PUDDLETOWN SURGERY,4109,21649,25023,26692,18526,27906,27628,5973,8493
J81620,STURMINSTER NEWTON MEDICAL CENTRE,8833,18500,20878,20861,15909,23482,28042,4357,13753
J81621,THE MEDICAL CENTRE (CORBIN AVE),5396,21392,20387,19110,14847,24788,23913,13502,26476
J81623,BROADMAYNE SURGERY,1049,25683,25100,24526,23870,25520,29080,13228,18690
J81624,CRESCENT SURGERY,2109,7587,9044,8458,9489,8359,5935,15716,4469
J81625,DENMARK ROAD MEDICAL CENTRE,7525,18186,17077,18637,15719,17939,16225,20722,12316
J81626,FORDINGTON SURGERY,3982,20526,18354,18130,18468,19151,24089,18917,21492
J81628,CHARMOUTH MEDICAL PRACTICE,2189,20832,21634,20470,19636,26366,25455,13241,9650
J81631,SANDFORD SURGERY,2146,20723,20727,20765,14188,22498,21947,13025,22635
J81632,HERBERT AVENUE,3587,11159,10980,12005,5832,11742,13550,15976,16868
J81633,WOODLEA HOUSE SURGERY,4050,13375,11898,12248,10559,13661,20771,15909,15528
J81634,PROVIDENCE SURGERY,9585,8870,9819,9462,9776,9420,8836,15179,6658
J81637,THE PRINCE OF WALES SURGERY,5470,21285,20415,20133,20262,21417,24903,15713,18389
J81640,VILLAGE MEDICAL PRACTICE,1943,23599,19763,19207,16358,25103,26875,22277,29970
J81644,THE OLD DISPENSARY,3365,25422,24193,24597,21772,28126,24140,18196,23398
J81645,BOSCOMBE MANOR MEDICAL CENTRE,2893,8407,10192,9794,11954,8951,5681,16222,3969
J81646,GROVE SURGERY,5025,23425,21323,20332,20705,24970,23947,15044,21495
J81647,LYME BAY MEDICAL PRACTICE,2111,22508,20837,21574,21371,26931,22970,19312,12804
J81648,DR NEWMAN,3380,18702,17074,18652,16370,17194,18715,16974,18311
J82001,BURGESS ROAD SURGERY,8752,13191,15828,19766,11544,12579,11412,13571,7528
J82002,LORDSHILL HEALTH CENTRE,10495,12199,13485,13848,8711,11494,10409,14847,14287
J82004,DR ATCHISON & PARTNERS,5491,9545,11494,13183,7667,10563,11368,15105,3575
J82005,ROWLANDS CASTLE SURGERY,3966,25715,24879,23439,25208,26250,19373,18626,24654
J82006,GOSPORT MEDICAL CENTRE,9050,17732,18845,19029,14091,16653,14228,19443,13046
J82007,THE ARNEWOOD PRACTICE MILTON MEDICAL CEN,13300,21254,18762,17345,17477,22518,23706,17120,25130
J82008,WEST END SURGERY,7549,26762,24763,26756,20735,26471,21120,22080,19956
J82009,EMSWORTH SURGERY,13048,24660,22393,23686,23252,24012,20001,18490,23291
J82010,THE BOSMERE MEDICAL PRACTICE,17856,13432,13575,13127,11078,13275,12719,16033,16364
J82012,PORTCHESTER PRACTICE,8921,23278,22975,22711,15357,24303,24774,22690,14905
J82015,GIFFARD DRIVE SURGERY,8376,20981,20011,21704,13250,19669,16951,18747,25837
J82016,STOCKBRIDGE SURGERY,9026,22881,28229,29464,24732,31511,19805,4472,10101
J82017,THE ANDOVER HEALTH CENTRE MEDICAL PRACT,14187,23916,22793,23313,17937,24884,22821,16351,27222
J82018,STOKEWOOD SURGERY,16668,28088,26315,26721,19690,27337,25731,24051,24494
J82019,THE FRYERN SURGERY,9380,29019,27950,27317,25875,28132,27394,21570,24960
J82020,ARCHERS PRACTICE,7249,19868,18902,19433,13479,21060,20167,22815,15971
J82021,WATERSIDE MEDICAL PRACTICE,8478,18368,18234,16746,14514,16394,21530,15171,21502
J82022,VICTOR STREET SURGERY,12344,13110,14130,15422,12772,11455,9856,19432,10011
J82023,THE WHITELEY SURGERY,13109,30052,28091,29835,26577,30046,30370,16782,24758
J82024,NICHOLS TOWN SURGERY,4368,5312,9065,9634,6534,4178,2986,9710,3472
J82025,CHARLTON HILL SURGERY,10963,23277,22762,23043,18716,25331,23138,14076,25230
J82026,CENTRE PRACTICE,14637,22510,22298,20970,19979,22459,22644,18704,15022
J82027,LIPHOOK VILLAGE SURGERY,5552,26835,24749,25682,25043,26815,25914,14810,26951
J82028,OSBORNE PRACTICE,11205,13299,16638,19129,14408,15134,10847,14049,3399
J82029,NEW MILTON HEALTH CENTRE,9857,21903,19275,18047,18197,22830,24682,16858,25012
J82030,VICTORIA PRACTICE,8283,16529,15992,19648,12314,14360,13203,16459,20119
J82032,THE CURLEW PRACTICE,3902,8608,8801,8944,5780,9579,10063,14646,14809
J82033,GUDGEHEATH LANE SURGERY,8385,23742,22904,21248,19097,22878,23921,22095,17233
